多遗憾啊！	Too bad.
她建议我取消会议。	She suggested to me that I call off the meeting.
不知作者在说什么。	It isn't clear what the writer is trying to say.
化锄为剑，化剑为锄。	Make the hoe your sword, and the sword your hoe.
一共有十多个学生。	There are about ten to twenty students in total.
你确定你不用机翻？	Are you sure you don't use machine translations?
下班前別忘了打卡。	Don't forget to clock out before you leave work.
他请求她给予优待。	He asked her to give him preferential treatment.
爱护文物, 人人有责。	Cherish our cultural relics; it is all our duty.
我要粉刷我的房子。	I'm going to get my house a fresh coat of paint.
她去了邮局寄包裹。	She went to the post office to send the package.
个子矮的人心眼多。	Shorter people got more tricks up their sleeves.
你知道分辨好坏吗？	Do you know the difference between good and bad?
周末我在超市打工。	I work part-time at the supermarket on weekends.
灯笼在树枝上吊着。	The lamp was suspended from the branch of a tree.
谁都知道知足常乐。	Everybody knows that happiness is in contentment.
他姐姐比我哥哥大。	His elder sister is older than my eldest brother.
我不信谣言。你信吗？	I don't believe the rumours. Do you believe them?
草莓在冬天售價高。	Strawberries sell for a high price in the winter.
离下课还有十分钟。	Ten minutes remained until the end of the lesson.
从无到有，这叫成就。	Going from not having to having – that’s success.
明天很有可能下雨。	Tomorrow there's a high probability it will rain.
荷兰分成十二个省。	The Netherlands is divided into twelve provinces.
他越激動就越安靜。	The more excited he gets, the quieter he becomes.
枪杆子里面出政权。	Political power grows out of the barrel of a gun.
蒜头发芽了怎么办?	What should one do with germinating garlic bulbs?
你离开家有多久了?	How long have you been alienated from your family?
水面浮着一片落葉。	A fallen leaf floated on the surface of the water.
我记不清奶奶的脸。	I don't remember my grandmother's face accurately.
这点药一天吃三次。	These medicines should be taken three times a day.
白痴，你脑子进水了？	Idiot... You got water in your brain or something?
这明显就是靠关系...	This is obviously dependent on the relationship...
总有一些人不讲理。	There are always some people who are unreasonable.
离放暑假还有五天。	We have five days to go before the summer vacation.
下周工厂可能会关。	Possibly the factory will be closed down next week.
确实有网瘾这回事。	There really is such a thing as Internet addiction.
我们越等越不耐烦。	The longer we waited, the more impatient we became.
我突然肚痛得要命。	All of a sudden, I felt a sharp pain in my stomach.
她背痛了好多年了。	She's been having trouble with back pain for years.
奶奶死了，全家大惊。	Grandmother died, leaving the whole family stunned.
戒煙容易，戒你太難！	Quitting smoking is easy, quitting you is too hard.
这是总理住的房子。	This is the house in which the prime minister lives.
最好定期去看牙医。	It's best to go to the dentist at regular intervals.
我梦到宝宝在玩刀。	I had a dream where a baby was playing with a knife.
非上上智，无了了心。	True understanding requires the greatest of wisdoms.
大橋將在年底完工。	The bridge will be completed by the end of this year.
再见！有空多来玩儿！	Goodbye! When you have more time, come back and play!
一日不见如隔三秋。	One day apart seems like a separation of three years.
均分蛋糕有些難度。	Cutting a cake into equal pieces is rather difficult.
參賽條件非常嚴格。	The contest has very strict eligibility requirements.
这种药物只能外用。	This kind of medicine can only be applied externally.
起初，神創造了天地。	In the beginning God created the heaven and the earth.
汤姆总是多管闲事。	Tom always meddles in affairs that do not concern him.
您寄航空还是海运？	Do you like to send it by air mail or by surface mail?
旁观者清，当局者迷。	The authorities have no clue, but everyone else knows.
压力越低，沸点越低。	When the pressure is lower, the boiling point is lower.
压力低了，沸点就低。	When the pressure is lower, the boiling point is lower.
奥运会已经开幕了。	The opening ceremony of the Olympics has already begun.
一个人藏，十个人找。	One person hides something, and ten people look for it.
我很渴，想喝点冷饮。	I was quite thirsty and wanted to drink something cool.
原来你和我是老乡。	It turns out that you and I come from the same country.
国有国法，家有家规。	A country has its laws, and a home has its house rules.
乱发誓会遭雷劈的。	If you swear reckless oaths, lightning will strike you.
中国按阴历过新年。	In China, they celebrate New Year by the lunar calendar.
他丈夫打算辦月刊。	Her husband intends to bring out a new monthly magazine.
明天天气晴转阵雨。	Tomorrow's weather should be sunny with occasional rain.
千里之行，始於足下。	A journey of a thousand miles begins with a single step.
你想陪我逛公园吗？	Would you like to take a stroll around the park with me?
执子之手，与子偕老。	Today I take your hand so that we may grow old together.
千里之行，始于足下。	A journey of a thousand miles starts with a single step.
天上天下，唯我獨尊。	Throughout Heaven and Earth, I alone am the honored one.
在美国说哪种语言？	Which language is spoken in the United States of America?
问人而知，并非过错。	There is nothing wrong with knowledge obtained by asking.
下车，把手放在背后。	Step out of the car and place your hands behind your back.
你去北京学习几天？	For how many days will you be staying in Beijing to study?
你一天照几次镜子？	How many times a day do you look at yourself in the mirror?
不干不净，吃了没病。	It may not be clean, but you won't get sick from eating it.
人生如梦，梦仍是梦。	All life is a dream, and dreams themselves are only dreams.
本周公园樱花盛开。	This week the cherry blossoms in the park are in full bloom.
防止山火，人人有責。	The prevention of forest fires is everyone's responsibility.
日有所思，夜有所夢。	What you think of in the day, appears in your dream at night.
前人铺路，后人行路。	One generation builds the street that the next will travel on.
法文好难，不想学了。	French is so difficult that I don't want to learn it any more.
雨天路滑，小心摔跤。	The roads are slippery on a rainy day. Be careful not to fall.
各尽所能、按需分配。	From each according to their ability, to each according to their needs.
各尽所能、各取所需。	From each according to their ability, to each according to their needs.
大事化小，小事化无。	Turn big problems into small ones, and make small problems into nothing.
庆祝春节俗称过年。	Celebrating Spring Festival is commonly referred to as 'passing the year'.
